productId,name,volume,quantityInBox,percentage,price,category,description,inStock,inSale,isNew,quantity,imageFile
,Johnnie Walker 15 Years Green Label,0.7,1,43,33.80,Whisky,,,,,,./images/Johnnie Walker 15 Years Green Label 0.7-1-43.webp
,Johnnie Walker Island Green,1,1,43,45.65,Whisky,,,,,,./images/Johnnie Walker Island Green 1-1-43.webp
,Glen Talloch,1.5,1,40,21.50,Whisky,,,,,,./images/Glen Talloch 1.5-1-40.webp
,Chivas Regal 18 yrs,0.7,1,40,49.50,Whisky,,,,,,./images/Chivas Regal 18 yrs 0.7-1-40.webp
,Chivas Regal 18 yrs,1,1,40,58.50,Whisky,,,,,,./images/Chivas Regal 18 yrs 1-1-40.webp
,Glen Scanlan,1.5,1,40,18.90,Whisky,,,,,,./images/Glen Scanlan 1.5-1-40.webp
,Chivas Regal 13 yrs Irish Cask,1,1,40,36.25,Whisky,,,,,,./images/Chivas Regal 13 yrs Irish Cask 1-1-40.webp
,Chivas Regal 13 yrs Sherry Cask,0.7,1,40,32.20,Whisky,,,,,,./images/Chivas Regal 13 yrs Sherry Cask 0.7-1-40.webp
,Chivas Regal XV 15 yrs,0.7,1,40,38.95,Whisky,,,,,,./images/Chivas Regal XV 15 yrs 0.7-1-40.webp
,Glenfiddich 12 yrs,0.7,1,40,28.95,Whisky,,,,,,./images/Glenfiddich 12 yrs 0.7-1-40.webp
,Glenfiddich 12 yrs,1,1,40,38.95,Whisky,,,,,,./images/Glenfiddich 12 yrs 1-1-40.webp
,Glenfiddich 15 yrs,0.7,1,40,42.95,Whisky,,,,,,./images/Glenfiddich 15 yrs 0.7-1-40.webp
,Cutty Sark,0.7,1,40,11.95,Whisky,,,,,,./images/Cutty Sark 0.7-1-40.webp
,Bushmills Original,0.7,1,40,13.95,Whisky,,,,,,./images/Bushmills Original 0.7-1-40.webp
,Bushmills Original,1,1,40,17.75,Whisky,,,,,,./images/Bushmills Original 1-1-40.webp
,Bushmills 10 yrs,0.7,1,40,22.75,Whisky,,,,,,./images/Bushmills 10 yrs 0.7-1-40.webp
,Vat 69,0.7,1,40,10.40,Whisky,,,,,,./images/Vat 69 0.7-1-40.webp
,Vat 69,1,1,40,14.10,Whisky,,,,,,./images/Vat 69 1-1-40.webp
,Maltky,1,1,35,12.50,Whisky,,,,,,./images/Maltky 1-1-35.webp
,Label 5,0.35,1,40,7.50,Whisky,,,,,,./images/Label 5 0.35-1-40.webp
,Label 5,0.7,1,40,10.00,Whisky,,,,,,./images/Label 5 0.7-1-40.webp
,Label 5,1,1,40,13.65,Whisky,,,,,,./images/Label 5 1-1-40.webp
,Jack Daniels Single Barrel Select,0.35,1,45,15.35,Whisky,,,,,,./images/Jack Daniels Single Barrel Select 0.35-1-45.webp
,Jack Daniels Single Barrel Select,0.7,1,45,30.45,Whisky,,,,,,./images/Jack Daniels Single Barrel Select 0.7-1-45.webp
,Jack Daniels Single Barrel 100 proof,0.7,1,50,37.55,Whisky,,,,,,./images/Jack Daniels Single Barrel 100 Proof 0.7-1-45.webp
,Jack Daniels Single Barrel Rye,0.7,1,45,34.80,Whisky,,,,,,./images/Jack Daniels Single Barrel RYE 0.7-1-45.webp
,Jack Daniels Fire,0.7,1,35,17.65,Whisky,,,,,,./images/Jack Daniels Fire 0.7-1-35.webp
,Jack Daniels Fire,1,1,35,23.10,Whisky,,,,,,./images/Jack Daniels Fire 1-1-35.webp
,Jack Daniels Gentleman Jack,0.7,1,40,21.85,Whisky,,,,,,./images/Jack Daniels Gentleman Jack 0.7-1-40.webp
,Jack Daniels Gentleman Jack,1,1,40,28.45,Whisky,,,,,,./images/Jack Daniels Gentleman Jack 1-1-40.webp
,Dimple 15 yrs,1,1,43,38.95,Whisky,,,,,,./images/Dimple 15 yrs 1-1-43.webp
,Dimple Golden Selection,0.7,1,40,19.25,Whisky,,,,,,./images/Dimple Golden Selection 0.7-1-40.webp
,Dewars White Label,1,1,40,17.40,Whisky,,,,,,./images/Dewar's White Label 1-1-40.webp
,Tullamore Dew,0.7,1,40,14.20,Whisky,,,,,,./images/Tullamore Dew 0.7-1-40.webp
,Tullamore Dew,1,1,40,18.70,Whisky,,,,,,./images/Tullamore Dew 1-1-40.webp
,Four Roses,0.7,1,40,14.90,Whisky,,,,,,./images/Four Roses 0.7-1-40.webp
,Four Roses,1,1,40,18.75,Whisky,,,,,,./images/Four Roses 1-1-40.webp
,Johnnie Walker Black Label,1.75,1,40,61.50,Whisky,,,,,,./images/Johnnie Walker Black Label 1.75-1-40.webp
,Johnnie Walker Red Label,1.75,1,40,33.75,Whisky,,,,,,./images/Johnnie Walker Red Label 1.75-1-40.webp
,Jack Daniels,1.5,1,40,39.75,Whisky,,,,,,./images/Jack Daniels 1.5-1-40.webp
,Jack Daniels,3,1,40,77.65,Whisky,,,,,,./images/Jack Daniels 3-1-40.webp
,Jack Daniels apple,0.7,1,35,17.35,Whisky,,,,,,./images/Jack Daniels Apple 0.7-1-35.webp
,Jack Daniels apple,1,1,35,23.35,Whisky,,,,,,./images/Jack Daniels Apple 1-1-35.webp
,jack daniels straight rye,0.7,1,45,20.15,Whisky,,,,,,./images/Jack Daniel's Straight Rye 0.7-1-45.webp
,Johnnie Walker Blue Label,1,1,40,155.95,Whisky,,,,,,./images/Johnnie Walker Blue Label 1-1-40.webp
,Johnnie Walker Blue Label,0.7,1,40,144.95,Whisky,,,,,,./images/Johnnie Walker Blue Label 0.7-1-40.webp
,Esbjaerg,0.2,1,40,3.65,Wodka,,,,,,./images/Esbjaerg 0.2-1-40.webp
,Esbjaerg,0.5,1,40,6.75,Wodka,,,,,,./images/Esbjaerg 0.5-1-40.webp
,Esbjaerg,1,1,40,12.25,Wodka,,,,,,./images/Esbjaerg 1-1-40.webp
,Smirnoff Red,0.2,1,37.5,3.60,Wodka,,,,,,./images/Smirnoff Red 0.2-1-37.5.webp
,Smirnoff Red,0.35,1,37.5,5.85,Wodka,,,,,,./images/Smirnoff Red 0.35-1-37.5.webp
,Smirnoff Red,0.5,1,37.5,7.70,Wodka,,,,,,./images/Smirnoff Red 0.5-1-37.5.webp
,Smirnoff Red,0.7,1,37.5,9.60,Wodka,,,,,,./images/Smirnoff Red 0.7-1-37.5.webp
,Smirnoff Red,1,1,37.5,12.75,Wodka,,,,,,./images/Smirnoff Red 1-1-37.5.webp
,Smirnoff Blue,1,1,50,17.25,Wodka,,,,,,./images/Smirnoff Blue 1-1-50.webp
,Smirnoff Raspberry Crush,0.7,1,25,11.95,Wodka,,,,,,./images/Smirnoff Raspberry Crush 0.7-1-25.webp
,Smirnoff Mango & Passionfruit,0.7,1,25,11.95,Wodka,,,,,,./images/Smirnoff Mango & Passionfruit 0.7-1-25.webp
,Iganoff,0.2,1,37.5,3.40,Wodka,,,,,,./images/Iganoff 0.2-1-37.5.webp
,Iganoff,0.35,1,37.5,4.90,Wodka,,,,,,./images/Iganoff 0.35-1-37.5.webp
,Iganoff,0.7,1,37.5,8.10,Wodka,,,,,,./images/Iganoff 0.7-1-37.5.webp
,Iganoff,1,1,37.5,10.40,Wodka,,,,,,./images/Iganoff 1-1-37.5.webp
,Eristoff Vodka,0.7,1,37.5,10.05,Wodka,,,,,,./images/Eristoff Vodka 0.7-1-37.5.webp
,Eristoff Vodka,1,1,37.5,13.35,Wodka,,,,,,./images/Eristoff Vodka 1-1-37.5.webp
,Eristoff Red,0.7,1,18,9.25,Wodka,,,,,,./images/Eristoff Red 0.7-1-18.webp
,Eristoff Red,1,1,18,12.30,Wodka,,,,,,./images/Eristoff Red 1-1-18.webp
,Puschkin Vodka,0.7,1,37.5,8.25,Wodka,,,,,,./images/Puschkin Vodka 0.7-1-37.5.webp
,Puschkin Vodka,1,1,37.5,11.70,Wodka,,,,,,./images/Puschkin Vodka 1-1-37.5.webp
,Puschkin Red,0.7,1,17.5,6.45,Wodka,,,,,,./images/Puschkin Red 0.7-1-17.5.webp
,Puschkin Red,1,1,17.5,7.65,Wodka,,,,,,./images/Puschkin Red 1-1-17.5.webp
,Wyborowa,0.7,1,37.5,10.15,Wodka,,,,,,./images/Wyborowa 0.7-1-37.5.webp
,Wyborowa,1,1,37.5,13.20,Wodka,,,,,,./images/Wyborowa 1-1-37.5.webp
,Finlandia,0.7,1,40,10.95,Wodka,,,,,,./images/Finlandia 0.7-1-40.webp
,Finlandia,1,1,40,14.25,Wodka,,,,,,./images/Finlandia 1-1-40.webp
,Finlandia Mango,1,1,37.5,15.75,Wodka,,,,,,./images/Finlandia Mango 1-1-37.5.webp
,Finlandia Redberry,1,1,37.5,15.75,Wodka,,,,,,./images/Finlandia Redberry 1-1-37.5.webp
,Finlandia Blackcurrant,1,1,37.5,15.75,Wodka,,,,,,./images/Finlandia Blackcurrant 1-1-37.5.webp
,Finlandia Grapefruit,1,1,37.5,15.75,Wodka,,,,,,./images/Finlandia Grapefruit 1-1-37.5.webp
,Finlandia lime,1,1,37.5,15.75,Wodka,,,,,,./images/Finlandia Lime 1-1-37.5.webp
,Pravda,0.7,1,40,14.15,Wodka,,,,,,./images/Pravda 0.7-1-40.webp
,Pravda,1.75,1,40,31.85,Wodka,,,,,,./images/Pravda 1.75-1-40.webp
,Pravda Coco,0.7,1,37.5,14.50,Wodka,,,,,,./images/Pravda Coco 0.7-1-37.5.webp
,Pravda Cherry,0.7,1,37.5,14.50,Wodka,,,,,,./images/Pravda Cherry 0.7-1-37.5.webp
,Pravda Pineapple,0.7,1,37.5,14.50,Wodka,,,,,,./images/Pravda Pineapple 0.7-1-37.5.webp
,Pravda Caramel,0.7,1,37.5,14.50,Wodka,,,,,,./images/Pravda Caramel 0.7-1-37.5.webp
,Pravda Citron,0.7,1,37.5,14.50,Wodka,,,,,,./images/Pravda Citron 0.7-1-37.5.webp
,Pravda Raspberry,0.7,1,37.5,14.50,Wodka,,,,,,./images/Pravda Raspberry 0.7-1-37.5.webp
,Sobieski Premium,0.7,1,40,8.80,Wodka,,,,,,./images/Sobieski Premium 0.7-1-40.webp
,Sobieski Premium,1,1,40,11.95,Wodka,,,,,,./images/Sobieski Premium 1-1-40.webp
,Puschkin Black Berries,0.7,1,17,6.10,Wodka,,,,,,./images/Puschkin Black Berries 0.7-1-17.png
,Puschkin Black Berries,1,1,17,8.95,Wodka,,,,,,./images/Puschkin Black Berries 1-1-17.png
,Puschkin Watermelon,0.7,1,17.5,6.95,Wodka,,,,,,./images/Puschkin Watermelon 0.7-1-17.5.png
,Trojka Pink,0.7,1,17,9.70,Wodka,,,,,,./images/Trojka Pink 0.70-1-17.png
,Trojka Orange,0.7,1,17,10.15,Wodka,,,,,,./images/Trojka Orange 0.7-1-17.png
,Absolut Vodka,0.2,1,40,4.50,Wodka,,,,,,./images/Absolut Vodka 0.2-1-40.png
,Absolut Vodka,0.35,1,40,7.35,Wodka,,,,,,./images/Absolut Vodka 0.35-1-40.png
,Absolut Vodka,0.5,1,40,10.15,Wodka,,,,,,./images/Absolut Vodka 0.5-1-40.png
,Absolut Vodka,0.7,1,40,12.95,Wodka,,,,,,./images/Absolut Vodka 0.7-1-40.png
,Absolut Vodka,1,1,40,15.50,Wodka,,,,,,./images/Absolut Vodka 1-1-40.png
,Absolut Citron,1,1,40,16.95,Wodka,,,,,,./images/Absolut Citron 1-1-40.png
,Absolut Grapefruit,1,1,40,16.95,Wodka,,,,,,./images/Absolut Grapefruit 1-1-40.png
,Absolut Lime,1,1,40,16.95,Wodka,,,,,,./images/Absolut Lime 1-1-40.png
,Absolut Vanilia,1,1,38,16.95,Wodka,,,,,,./images/Absolut Vanilia 1-1-38.png
,Absolut Raspberri,1,1,38,16.95,Wodka,,,,,,./images/Absolut Raspberri 1-1-38.png
,Absolut Apeach,1,1,38,16.95,Wodka,,,,,,./images/Absolut Apeach 1-1-38.png
,Absolut Mango,1,1,38,16.95,Wodka,,,,,,./images/Absolut Mango 1-1-38.png
,Absolut Passionfruit,1,1,38,16.95,Wodka,,,,,,./images/Absolut Passionfruit 1-1-38.png
,Absolut Pear,1,1,38,16.95,Wodka,,,,,,./images/Absolut Pear 1-1-38.png
,Absolut Citron,0.7,1,40,13.95,Wodka,,,,,,./images/Absolut Citron 0.7-1-40.png
,Absolut Mango,0.7,1,38,13.95,Wodka,,,,,,./images/Absolut Mango 0.7-1-38.png
,Absolut Pear,0.7,1,38,13.95,Wodka,,,,,,./images/Absolut Pear 0.7-1-38.png
,Absolut Vanille,0.7,1,38,13.95,Wodka,,,,,,./images/Absolut Vanille 0.7-1-38.png
,Absolut Grapefruit,0.7,1,40,13.95,Wodka,,,,,,./images/Absolut Grapefruit 0.70-1-40.png
,Absolut Raspberri,0.7,1,38,13.95,Wodka,,,,,,./images/Absolut Raspberri 0.7-1-38.png
,Absolut Peach,0.7,1,38,13.95,Wodka,,,,,,./images/Absolut Peach 0.7-1-38.png
,Absolut Watermelon,0.7,1,38,13.95,Wodka,,,,,,./images/Absolut Watermelon 0.7-1-38.png
,Absolut Passionfruit,0.7,1,38,13.95,Wodka,,,,,,./images/Absolut Passionfruit 0.7-1-38.png
,Absolut Lime,0.7,1,40,13.95,Wodka,,,,,,./images/Absolut Lime 0.7-1-40.png
,Ursus Roter,0.7,1,21,9.35,Wodka,,,,,,./images/Ursus Roter 0.7-1-21.png
,Divine,1,1,37.5,11.35,Wodka,,,,,,./images/Divine 1-1-37.5.png
,HPNOTIQ,0.7,1,17,14.99,Wodka,,,,,,./images/Hpnotiq 0.70-1-17.png
,Au Vodka Bubblegum,0.7,1,35,22.35,Wodka,,,,,,./images/Au Vodka Bubblegum 0.7-1-35.png
,Au Vodka Blue Raspberry,0.7,1,35,22.35,Wodka,,,,,,./images/Au Vodka Blue Raspberry 0.7-1-35.png
,Au Vodka Watermelon,0.7,1,35,22.35,Wodka,,,,,,./images/Au Vodka Watermelon 0.7-1-35.png
,Au Vodka Pineapple Crush,0.7,1,35,22.35,Wodka,,,,,,./images/Au Vodka Pineapple Crush 0.7-1-35.webp
,Au Vodka Juicy Peach,0.7,1,35,22.35,Wodka,,,,,,./images/Au Vodka Juicy Peach 0.70-1-35.webp
,Au Vodka Strawberry Burst,0.7,1,35,22.35,Wodka,,,,,,./images/Au Vodka Strawberry Burst 0.7-1-35.webp
,Au Vodka Black Grape,0.7,1,35,22.35,Wodka,,,,,,./images/Au Vodka Black Grape 0.7-1-35.webp
,Au Vodka Pink Lemonade,0.7,1,35,22.35,Wodka,,,,,,./images/Au Vodka Pink Lemonade 0.7-1-35.webp
,Belvedere,0.2,1,40,9.70,Wodka,,,,,,./images/Belvedere 0.2-1-40.webp
,Belvedere,0.7,1,40,25.30,Wodka,,,,,,./images/Belvedere 0.7-1-40.webp
,Belvedere,1,1,40,32.30,Wodka,,,,,,./images/Belvedere 1-1-40.webp
,Grey Goose,0.2,1,40,9.90,Wodka,,,,,,./images/Grey Goose 0.2-1-40.webp
,Grey Goose,0.35,1,40,15.95,Wodka,,,,,,./images/Grey Goose 0.35-1-40.webp
,Grey Goose,0.7,1,40,26.95,Wodka,,,,,,./images/Grey Goose 0.7-1-40.webp
,Grey Goose,1,1,40,34.15,Wodka,,,,,,./images/Grey Goose 1-1-40.webp
,Grey Goose Poire,0.7,1,40,28.95,Wodka,,,,,,./images/Grey Goose Poire 0.7-1-40.webp
,Grey Goose Citron,0.7,1,40,28.95,Wodka,,,,,,./images/Grey Goose Citron 0.7-1-40.webp
,Ciroc,0.7,1,40,21.45,Wodka,,,,,,./images/Ciroc 0.7-1-40.png
,Ciroc,1,1,40,31.60,Wodka,,,,,,./images/Ciroc 1-1-40.png
,Ciroc Limonata,0.7,1,37.5,21.95,Wodka,,,,,,./images/Ciroc Limonata 0.7-1-37.5.png
,Ciroc Red Berry,0.7,1,37.5,20.95,Wodka,,,,,,./images/Ciroc Red Berry 0.7-1-37.5.png
,Ciroc Pineapple,0.7,1,37.5,20.95,Wodka,,,,,,./images/Ciroc Pineapple 0.7-1-37.5.png
,Ciroc Mango,0.7,1,37.5,20.95,Wodka,,,,,,./images/Ciroc Mango 0.7-1-37.5.png
,Ciroc Coconut,0.7,1,37.5,20.95,Wodka,,,,,,./images/Ciroc Coconut 0.7-1-37.5.png
,Ciroc Apple,0.7,1,37.5,20.95,Wodka,,,,,,./images/Ciroc Apple 0.7-1-37.5.png
,Ciroc Peach,0.7,1,37.5,20.95,Wodka,,,,,,./images/Ciroc Peach 0.7-1-37.5.png
,Crystal Head Aurora,0.7,1,40,40.45,Wodka,,,,,,./images/Crystal Head Aurora 0.7-1-40.png
,Crystal Head,0.7,1,40,31.95,Wodka,,,,,,./images/Crystal Head 0.7-1-40.png
,Crystal Head Onyx Blue Agave,0.7,1,40,37.50,Wodka,,,,,,./images/Crystal Head Onyx Blue Agave 0.7-1-40.png
,Skyy,0.7,1,40,11.40,Wodka,,,,,,./images/Skyy 0.7-1-40.png
,Skyy,1,1,40,14.10,Wodka,,,,,,./images/Skyy 1-1-40.png
,Ketel 1,0.7,1,40,16.85,Wodka,,,,,,./images/Ketel 1 0.7-1-40.png
,Ketel 1,1,1,40,22.95,Wodka,,,,,,./images/Ketel 1 1-1-35.webp
,Nemiroff Original,1,1,40,12.30,Wodka,,,,,,./images/Nemiroff Original 1-1-40.png
,Nemiroff Delikat,1,1,40,12.95,Wodka,,,,,,./images/Nemiroff Delikat 1-1-40.png
,Nemiroff Honey Pepper,1,1,40,14.55,Wodka,,,,,,./images/Nemiroff Honey Pepper 1-1-40.png
,Nemiroff De Luxe,1,1,40,14.70,Wodka,,,,,,./images/Nemiroff De Luxe 1-1-40.png
,Cannabis Sativa,0.7,1,37.5,19.80,Wodka,,,,,,./images/Cannabis Sativa 0.7-1-37.5.png
,Euphoria Cannabis,0.2,1,40,10.85,Wodka,,,,,,./images/Euphoria Cannabis 0.20-1-40.png
